gem_id,gem_parent_id,concept_set_id,concepts,target,references
common_gen-validation-799,common_gen-validation-799,799,"['clip', 'follow', 'game', 'graphic', 'number']","We played a game on the movie clip, it was called follow the graphic number!","['We played a game on the movie clip, it was called follow the graphic number!', 'The clip that follows the game includes a graphic and a number.', 'I played the graphic clip of number 4 tackling the other play in the game following the bad call.', 'A graphic shows the number 9 followed by clips from a hockey game.']"
common_gen-validation-800,common_gen-validation-800,800,"['bike', 'helmet', 'ride', 'shirt', 'wear']",A girl ride a bike and wear a shirt and a helmet,"['A girl ride a bike and wear a shirt and a helmet', 'Wearing his favorite shirt, the boy put on his helmet, got on his bike, and rode away.', 'A boy puts on his helmet and rides his bike to the store to find a new shirt to wear.', 'Two men wearing white shirts wearing helmets while riding a bike.']"
common_gen-validation-801,common_gen-validation-801,801,"['hand', 'rinse', 'run', 'tap', 'water']","For clean hands, run hands under the tap and use water to rinse hands.","['For clean hands, run hands under the tap and use water to rinse hands.', 'The girl rinses her hands under the running tap water.', 'The lady used the tap on the faucet to run the water and rinse her hand.', 'A person rinsed her hand under the water running from the tap']"
common_gen-validation-802,common_gen-validation-802,802,"['mask', 'paint', 'roller', 'wall', 'wear']",A man wore the mask while he painted the wall with the roller.,"['A man wore the mask while he painted the wall with the roller.', 'A girl wears a mask while using a paint roller to paint a wall.', 'A woman wears a mask while painting with a roller on a wall.', 'Please use the roller paint on the mask so you can wear it or hang it on the wall.', 'Man paints a wall white with a long roller wearing a mask.']"
common_gen-validation-803,common_gen-validation-803,803,"['bottle', 'fill', 'hold', 'liquid', 'machine']",The woman holds the empty water bottle under the machine to fill it with liquid.,"['The woman holds the empty water bottle under the machine to fill it with liquid.', 'A machine fills a bottle with liquid as a man holds on tight.', 'The woman held a bottle and filled it with liquid dispensed by a machine.', 'Workers hold plastic bottles up to a machine that fills them with liquid.']"
common_gen-validation-804,common_gen-validation-804,804,"['blow', 'hand', 'hold', 'instrument', 'sit']",A man sits holding an instrument in his hands and blows it.,"['A man sits holding an instrument in his hands and blows it.', 'The girl sits as she holds the instrument in her hand and blows into the mouthpiece.', 'The musician sits and blows into the instrument he holds in his hand.', 'A man is sitting down blowing into a hand held musical instrument.']"
common_gen-validation-805,common_gen-validation-805,805,"['hand', 'hold', 'lock', 'pick', 'tool']",The locksmith holds the pick in one hand and uses the tool to open the lock.,"['The locksmith holds the pick in one hand and uses the tool to open the lock.', 'The thief is holding a tool used to pick a lock in his right hand.', 'The locksmith holds the tool to pick the lock in his hand.', 'A woman holds a lock in her hand and picks it with some tools.']"
common_gen-validation-806,common_gen-validation-806,806,"['flag', 'gun', 'hold', 'shoot', 'stand']",The man stands by a flag holds his gun and shoots.,"['The man stands by a flag holds his gun and shoots.', 'Under a flag, a person holds a gun and shoots while standing.', 'A man standing near the flag hold a gun and shoot at the air', 'Civl war reenactors stand together holding flags and shooting fake guns.']"
common_gen-validation-807,common_gen-validation-807,807,"['laugh', 'paper', 'piece', 'rip', 'sit']",The student laughed when the piece of paper ripped when sitting down.,"['The student laughed when the piece of paper ripped when sitting down.', 'My friends who sit near me, rip a piece of paper from my book and laughs hard badly', 'The teacher laughed as he ripped a piece of paper while the students sat.', 'A baby is sitting in a chair and laughs when a woman rips a piece of paper.']"
common_gen-validation-808,common_gen-validation-808,808,"['ball', 'catch', 'dog', 'leg', 'stand']",The dog hurt his leg trying to catch a ball and now he cannot stand on it.,"['The dog hurt his leg trying to catch a ball and now he cannot stand on it.', 'A dog catches a ball while standing on its hind legs.', 'A dog stands on its legs and catches a ball.', 'A dog stands on his hind legs to catch a ball.']"
common_gen-validation-809,common_gen-validation-809,809,"['ear', 'glove', 'pierce', 'sit', 'wear']",The woman who pierces ears should wear protective gloves and have the person sit when piercing ears..,"['The woman who pierces ears should wear protective gloves and have the person sit when piercing ears..', 'Before you sit, make sure you are wearing gloves then you can pierce the ear.', 'When a person gets their ears pierced, they sit in a chair and a professional wearing gloves prepares them.', 'People should wear gloves while piercing ears, prior to the customer sitting down.', 'A young girl is sitting down while someone wearing gloves pierces her ear']"
common_gen-validation-810,common_gen-validation-810,810,"['chair', 'clipper', 'cut', 'hair', 'sit']",Sit in the chair to get your hair cut with clippers.,"['Sit in the chair to get your hair cut with clippers.', 'The Barber uses a clipper to cut the hair of the customer sitting in the chair', 'A man was asked to sit on the chair, so she could use the clipper to cut his hair.', 'A young man sits in a chair while his hair is cut with clippers']"
common_gen-validation-811,common_gen-validation-811,811,"['ball', 'hit', 'hold', 'racket', 'room']",A boy holding a racket hits a ball across the room.,"['A boy holding a racket hits a ball across the room.', 'The man holds a racket that he uses to hit the ball across the room.', 'A boy holding a racket hits the ball in the room.', 'The men walk around the room holding tennis rackets and hitting a ball.']"
common_gen-validation-812,common_gen-validation-812,812,"['card', 'chip', 'deal', 'dealer', 'table']","At the dealer table, I made a deal, and i put all my chips in for a certian card.","['At the dealer table, I made a deal, and i put all my chips in for a certian card.', 'A girl goes up to a poker table and asks the dealer to deal the girl some cards and give the girl some chips too.', 'The salesman at the car dealers charged the man at the table a credit card with a chip to make a deal', 'At the poker table, the dealer deals the cards, the players bet their chips', 'People put their chips on the table and a dealer deals out cards.']"
common_gen-validation-813,common_gen-validation-813,813,"['goal', 'goalie', 'move', 'practice', 'protect']",A goalie moves backwards in a football practice to protect his net from goal.,"['A goalie moves backwards in a football practice to protect his net from goal.', 'At practice, the goalie attempted to protect the goal using a new move.', 'The goalie practices a new move to protect the net to keep the other team from scoring a goal.', 'In a hockey rink a goalie is practicing their goal protecting moves.']"
common_gen-validation-814,common_gen-validation-814,814,"['alligator', 'hold', 'mouth', 'sit', 'top']",The alligator liked to sit and hold its mouth open on top of the water.,"['The alligator liked to sit and hold its mouth open on top of the water.', 'An alligator will hold a banana that will sit on top of his mouth for two minutes before consuming it.', 'While holding on and sitting still on top of an alligator,  the bug waits for it to open its mouth.', 'I saw an alligator sitting on top of a rock holding his mouth open.', ""A woman sits on top of an alligator and holds it's mouth.""]"
common_gen-validation-815,common_gen-validation-815,815,"['car', 'cross', 'crosswalk', 'stop', 'street']",The boy stops and looks for cars before using the crosswalk to cross the street.,"['The boy stops and looks for cars before using the crosswalk to cross the street.', 'A car stops at a crosswalk while a man crosses the street.', 'A boy was crossing the road through crosswalks in the street and the car stops behind him.', 'Cars stop for people to cross the street, overflowing the crosswalk.']"
common_gen-validation-816,common_gen-validation-816,816,"['ocean', 'ride', 'surfboard', 'surfer', 'wave']",The surfer rides the wave in the ocean by standing on a surfboard.,"['The surfer rides the wave in the ocean by standing on a surfboard.', 'The surfer rode her surfboard on the ocean waves.', 'The surfer rides his surfboard over the waves in the ocean.', 'A surfer riding a wave in the ocean on a surfboard.']"
common_gen-validation-817,common_gen-validation-817,817,"['begin', 'ingredient', 'pot', 'pour', 'stir']",Begin dinner by pouring the ingredients into the pot and stir.,"['Begin dinner by pouring the ingredients into the pot and stir.', 'To begin she poured the ingredient into the pot and began to stir.', 'The grandma began cooking by cutting her ingredients then poured them into the pot and stirred them.', 'A person pours ingredients into a pot and begins to stir continuously.']"
common_gen-validation-818,common_gen-validation-818,818,"['ball', 'catch', 'helmet', 'mitt', 'wear']",The wicket keeper wears the mitt and catches the ball after the ball hit the helmet.,"['The wicket keeper wears the mitt and catches the ball after the ball hit the helmet.', 'The boy, who is wearing a helmet, holds a stick in his mitt and attempts to catch the ball his mother is throwing.', 'The man wears a helmet when he catches the ball in his mitt.', 'A baseball catcher is catching tennis balls with his mitts while wearing a protection helmet.']"
common_gen-validation-819,common_gen-validation-819,819,"['clean', 'climb', 'gutter', 'house', 'ladder']",James is climbing on a ladder to clean the gutter of John's house.,"[""James is climbing on a ladder to clean the gutter of John's house."", 'The man climbs a ladder to clean the gutter of the house.', 'The man will climb a ladder to clean the gutter on the house.', 'Men are climbing on ladders in order to clean gutters on a house.']"
common_gen-validation-820,common_gen-validation-820,820,"['front', 'give', 'report', 'screen', 'stand']","When I walked into the room a man was standing at the front to give a report on his sales, he was using a pointer to point out current sale percentages on the screen.","['When I walked into the room a man was standing at the front to give a report on his sales, he was using a pointer to point out current sale percentages on the screen.', 'At the front of a room, a man gives a report while standing in front of a screen.', 'He stands in front of the of the screen & gives report.', 'An oral report is being given in front of the class by someone standing and using the projector screen.', 'A news reporter stands in front of a screen giving her report.']"
common_gen-validation-821,common_gen-validation-821,821,"['hold', 'room', 'toddler', 'toy', 'walk']",the toddler in the room walks towards his toys to hold them.,"['the toddler in the room walks towards his toys to hold them.', 'The toddler walked into the room holding his toy.', 'The toddler holds the toy while walking into the room.', 'A toddler walks through the room while holding onto his toy for support.']"
common_gen-validation-822,common_gen-validation-822,822,"['drive', 'pick', 'street', 'trash', 'truck']",The man drives a truck down the street while he picks up trash from different houses.,"['The man drives a truck down the street while he picks up trash from different houses.', 'The lady drives her truck in the street and pick up the trash the girl dropped by accident.', 'A person drives the truck and picks trash from the street.', 'A garbage truck drives down the street and picks up the trash from cans.']"
common_gen-validation-823,common_gen-validation-823,823,"['build', 'card', 'floor', 'house', 'sit']",The children sit on the floor and build a huge house of cards.,"['The children sit on the floor and build a huge house of cards.', 'The children sit on the floor as they build a house of cards.', 'The boy will sit on the floor while building a house of cards.', 'Building a card house using UNO cards while sitting on the floor.']"
common_gen-validation-824,common_gen-validation-824,824,"['background', 'ball', 'hit', 'music', 'range']",The teenager hit his ball in the range of 20 feet while music played in the background.,"['The teenager hit his ball in the range of 20 feet while music played in the background.', 'The friends hit golf balls on the range while listening to music from a cell phone in the background.', 'The boy at the batting range hits the ball while music plays in the background.', 'A man hits a golf ball at a driving range as music plays in the background.']"
common_gen-validation-825,common_gen-validation-825,825,"['card', 'item', 'knock', 'table', 'throw']",The boy throws the item and it knocks the card off the table.,"['The boy throws the item and it knocks the card off the table.', 'There are lots of items on the table,  he throws a card & someone knocks on the door.', 'The man used the item in his hand to knock on the table to throw down another card.', 'A boy takes a playing card and throws it to knock over some items on a table.']"
common_gen-validation-826,common_gen-validation-826,826,"['couch', 'newspaper', 'page', 'sit', 'turn']","Grandfather sat on the couch and turned the newspaper pages, reading the classifieds.","['Grandfather sat on the couch and turned the newspaper pages, reading the classifieds.', 'The man sits on the couch and turns the page of the newspaper.', 'A man sits on the couch holding a newspaper as he turns the page to continue reading.', 'A toddler sits on a couch and turns a page of a newspaper.']"
common_gen-validation-827,common_gen-validation-827,827,"['ball', 'continue', 'hit', 'side', 'watch']",The boy can continue to watch them hit the ball from the side line.,"['The boy can continue to watch them hit the ball from the side line.', 'I continue to hit the ball as I watch the kids playing tag from the side of the park.', 'The teenage boy continued to hit the ball during baseball practice while his mother sat on the side line and watched.', 'The two continue hitting the ball while people watching on the side.']"
common_gen-validation-828,common_gen-validation-828,828,"['beach', 'day', 'surf', 'surfer', 'wave']",The surfer went to the beach on a sunny day to surf the waves.,"['The surfer went to the beach on a sunny day to surf the waves.', 'The surfer knew he was going to have a great day at the beach as the surf was up creating huge waves.', 'A surfer is surfing the waves on the beach on a cloudy day.']"
common_gen-validation-829,common_gen-validation-829,829,"['cart', 'help', 'push', 'store', 'toddler']",The big brother helped the toddler push the cart to the store.,"['The big brother helped the toddler push the cart to the store.', 'The toddler helped push the cart around the store.', 'The toddler tried to help push the cart around the store.', 'A toddler is helping her dad push a cart thru the store.']"
common_gen-validation-830,common_gen-validation-830,830,"['class', 'front', 'move', 'stand', 'teacher']",A saw a teacher stand in front of a class and not move.,"['A saw a teacher stand in front of a class and not move.', 'The class moved to the front of the class where the teacher stood.', 'The teacher moves to stand in front of the class.', 'A teacher is standing up in front of his class making robotic moves.']"
common_gen-validation-831,common_gen-validation-831,831,"['train', 'vest', 'wear', 'work', 'worker']",The workers wear vests when they work on the train.,"['The workers wear vests when they work on the train.', 'The workers, working on the train, wear vests that are provided to them.', 'A worker in the train wears only vest and track to work.', 'Workers wear reflective vests when working near trains.']"
common_gen-validation-832,common_gen-validation-832,832,"['hand', 'hold', 'object', 'shirt', 'wear']",The girl holds an object in her hand and wears a blue shirt.,"['The girl holds an object in her hand and wears a blue shirt.', 'A boy wearing a shirt holds his hand out to receive an object.', 'A man holds his wife hand while she picks out a shiny object and a shirt to wear.', 'A boy wearing a red shirt holds an object in his hand and throws it forward.']"
common_gen-validation-833,common_gen-validation-833,833,"['demonstrate', 'machine', 'needle', 'sew', 'thread']",a boy demonstrates how to use a machine instead of using a needle to sew and thread.,"['a boy demonstrates how to use a machine instead of using a needle to sew and thread.', 'The woman demonstrated how to sew by threading the needle in the machine.', 'The woman demonstrated the girl on how to thread the needle into the sewing machine.', 'I she threads the needle she will be able to demonstrate how the machine can sew the fabric.', 'A woman demonstrates threading a needle in a sewing machine.']"
common_gen-validation-834,common_gen-validation-834,834,"['ball', 'bunch', 'field', 'kid', 'throw']",A kid throws a bunch of balls on the field.,"['A kid throws a bunch of balls on the field.', 'The kid threw a bunch of balls in the field.', 'A bunch of kids throw the ball on the field.', 'A bunch of kids are running around and throwing a ball on a field.']"
common_gen-validation-835,common_gen-validation-835,835,"['board', 'dice', 'move', 'piece', 'roll']",they were playing with ludo board using dice and moving the piece of dolls when their roll come,"['they were playing with ludo board using dice and moving the piece of dolls when their roll come', 'After rolling the dice, the girl moves her piece across the board and wins the game.', 'The boy rolls the dice and moves his piece on the game board.', 'A child rolls the dice on a game board and moves the game piece.']"
common_gen-validation-836,common_gen-validation-836,836,"['cheer', 'crowd', 'game', 'place', 'take']","At the football game, the crowd cheered when the touchdown took place.","['At the football game, the crowd cheered when the touchdown took place.', 'The cheer girls entertain the crowd while the players in the game are taking their place.', 'The crowd at the game cheered when their team took first place.', 'A crowd of people cheer during a baseball game taking place.']"
common_gen-validation-837,common_gen-validation-837,837,"['arrow', 'bow', 'prepare', 'shoot', 'target']",To shoot an arrow you need to prepare the bow so that it reaches the target.,"['To shoot an arrow you need to prepare the bow so that it reaches the target.', 'A boy prepared the bow and arrow to shoot the target.', 'The boy prepared to shoot the bow and arrow at the target.', 'Prepare to shoot the arrow out of the bow, aim at the target.', 'Someone prepares to shoot at a target with bow and arrows.']"
common_gen-validation-838,common_gen-validation-838,838,"['award', 'give', 'podium', 'stand', 'talk']",The chairman gave an award while standing at the podium and talking to the audience.,"['The chairman gave an award while standing at the podium and talking to the audience.', 'The award is given to players who were talking to each other and standing on the podium.', 'The award was given at the podium - the recipient was standing there to talk.', 'A man is standing at the podium talking about awards that will be given.']"
common_gen-validation-839,common_gen-validation-839,839,"['hold', 'peace', 'read', 'sign', 'teach']",I hold a book with the sign of peace on the cover and reading it which teaches me a lot.,"['I hold a book with the sign of peace on the cover and reading it which teaches me a lot.', 'The professor held a sign and read a statement on world peace to teach his class.', 'the boy reads the sign which teaches him  to hold his peace', 'The history teacher was to teach them how to read the sign that would hold the symbol for peace.', 'A couple holds a sign that reads Teaching children for peace.']"
common_gen-validation-840,common_gen-validation-840,840,"['ball', 'circle', 'hold', 'throw', 'turn']",The coach is holding the ball and turns it slightly to throw into the circle as target,"['The coach is holding the ball and turns it slightly to throw into the circle as target', 'The children took it in turn to hold and throw the ball around the circle.', 'A girl holds the ball tightly, then turns to the left and throws the ball into the net which is in the shape of a circle.', 'A guy is turning around in a circle holding his ear and then throws a ball.']"
common_gen-validation-841,common_gen-validation-841,841,"['bang', 'beat', 'head', 'listen', 'music']",The youth bang their heads as they listen to the beats of the music.,"['The youth bang their heads as they listen to the beats of the music.', 'I like to listen to heavy metal music and bang my head to the beat.', 'Kids bang their heads when listening to the beat of the music.', 'Someone is listening and banging his head to the beat of the music.']"
common_gen-validation-842,common_gen-validation-842,842,"['cut', 'hold', 'piece', 'saw', 'wood']",One can cut and hold a piece of wood with the saw.,"['One can cut and hold a piece of wood with the saw.', 'A carpenter was holding a piece of wood while cutting it with a saw.', 'The man cut the piece of wood with a saw while his helper held it.', 'a person using a small saw to cut a piece of wood trying to hold it still']"
common_gen-validation-843,common_gen-validation-843,843,"['game', 'kid', 'paper', 'rock', 'scissor']","The kids solved disagreements by playing the game rock, paper, scissors.","['The kids solved disagreements by playing the game rock, paper, scissors.', 'The kids are playing a game called rock, paper, scissors.', 'The kids played the game rock, paper, scissors.', 'Two kids play a friendly game of rock,paper,scissors, shoot with one another.']"
common_gen-validation-844,common_gen-validation-844,844,"['bench', 'kid', 'line', 'ride', 'sit']",The kid stood in line for the ride while I chose to sit on the bench.,"['The kid stood in line for the ride while I chose to sit on the bench.', 'The line for the ride at the fair was too long so the kid went to go sit on the bench nearby.', 'The parents sat on a bench while the kids waited in line for an amusement park ride.', 'A kid sits on a bench while the kid waits in line to go on a ride at the fair.', 'People wait in line for a ride while kids sit on bench.']"
common_gen-validation-845,common_gen-validation-845,845,"['apply', 'brush', 'face', 'makeup', 'use']",The woman uses her brush to apply makeup to her face.,"['The woman uses her brush to apply makeup to her face.', 'Most people use a brush to apply makeup to their faces.', 'A woman uses a brush to apply makeup on her face.', 'A woman uses a brush to apply makeup to her face']"
common_gen-validation-846,common_gen-validation-846,846,"['exercise', 'gym', 'perform', 'push', 'tricep']",The woman performs triceps exercises at the gym by pushing a weight over her head.,"['The woman performs triceps exercises at the gym by pushing a weight over her head.', 'The man  performs  exercises in the gym and pushes the triceps to be stronger.', 'The man likes to perform in the gym by pushing the weight with his triceps as part of his exercise.', 'A man is at the gym performing a tricep push down exercise.']"
common_gen-validation-847,common_gen-validation-847,847,"['chip', 'eat', 'floor', 'laugh', 'sit']",The mother laughs at the little girl sitting on the floor and eating chips,"['The mother laughs at the little girl sitting on the floor and eating chips', 'I will sit on the floor and try not laugh while I eat a chip.', 'While sitting and eating chips, he dropped one on the floor and laughed.', 'a boy sits on the floor eating chips and laughing', 'Sitting on the floor to boys are laughing and eating chips.']"
common_gen-validation-848,common_gen-validation-848,848,"['cellphone', 'lady', 'sit', 'step', 'talk']",A pretty lady uses her cellphone to sit and talk on the step.,"['A pretty lady uses her cellphone to sit and talk on the step.', 'The lady sits on the step as she talks on her cellphone to her friend.', 'The lady sat on the step to talk on her cellphone.', 'The lady sits on the steps while she talks on her cellphone.']"
common_gen-validation-849,common_gen-validation-849,849,"['bar', 'beer', 'glass', 'pour', 'tap']",A man poured a beer into a glass from the tap in a bar,"['A man poured a beer into a glass from the tap in a bar', 'The man fills the glass with beer as he pours it from the tap behind the bar.', 'A man stands at a bar and watches as beer pours from a tap into a glass.', 'A group of people are pouring beer into glasses from a tap in a bar.']"
common_gen-validation-850,common_gen-validation-850,850,"['animal', 'ear', 'hold', 'pierce', 'stuff']",Hold the animal down while I get the stuff to pierce her ear.,"['Hold the animal down while I get the stuff to pierce her ear.', 'Girl holding stuffed animal getting her ears pierced.']"
common_gen-validation-851,common_gen-validation-851,851,"['begin', 'dance', 'floor', 'music', 'stand']",The conductor asked to begin the music so the dance floor would stand at attention.,"['The conductor asked to begin the music so the dance floor would stand at attention.', 'The girl will stand, turn on the music, go to the floor and begin to dance.', 'The girl stood up from the floor, the music started and she began to dance', 'Two people are standing on the floor and begin to dance to the loud music when it comes on.']"
common_gen-validation-852,common_gen-validation-852,852,"['eat', 'fork', 'hand', 'hold', 'spaghetti']",She has to hold the fork with her hand to eat the spaghetti,"['She has to hold the fork with her hand to eat the spaghetti', 'Holding a fork in her hand, the girl began to eat the spaghetti.', 'One sometimes eats spaghetti with a fork while holding a spoon in the other hand.', 'A baby is holding a fork but then uses her hands to eat spaghetti.']"
common_gen-validation-853,common_gen-validation-853,853,"['leave', 'shine', 'stand', 'sun', 'tree']",The tree was standing while the sun shone on it's leaves.,"[""The tree was standing while the sun shone on it's leaves."", 'The tree stood in the rays of the sun. The leaves were shining beautifully.', 'A man took leave of work to stand outside under a tree and see the sun shine.', ""The boy stood under the tree's leaves as the sun shone."", 'a person stands beside a tree with the sun shining through its leaves']"
common_gen-validation-854,common_gen-validation-854,854,"['goggle', 'pool', 'swim', 'water', 'wear']",A boy wears goggles when swimming in a pool of water,"['A boy wears goggles when swimming in a pool of water', 'A boy wears his goggles while swimming in the pool to protect his eyes from the water..', 'The man wanted to wear his goggles while swimming in the salt water pool.', 'A boy wearing goggles is swimming across the indoor swimming pool under water.']"
common_gen-validation-855,common_gen-validation-855,855,"['food', 'fry', 'pan', 'spatula', 'stir']",Stir the food in the fry pan with a spatula.,"['Stir the food in the fry pan with a spatula.', 'To stir fry food you will need a pan and a spatula', 'A woman fries food in a pan and stirs with a spatula.', 'A person uses a wooden spatula to stir food in a frying pan.']"
common_gen-validation-856,common_gen-validation-856,856,"['bronco', 'buck', 'cowboy', 'ride', 'rodeo']","A cowboy at the rodeo took a ride on a bronco, which proceeded to buck him off.","['A cowboy at the rodeo took a ride on a bronco, which proceeded to buck him off.', 'In the rodeo, a cowboy rides a bronco that bucks him off.', 'A cowboy rode a bucking bronco in the rodeo.', 'A cowboy is riding a bucking bronco at the rodeo.']"
common_gen-validation-857,common_gen-validation-857,857,"['banner', 'hold', 'mask', 'sign', 'wear']",The man wears a mask while he holds the banner and his friend holds a sign.,"['The man wears a mask while he holds the banner and his friend holds a sign.', 'The woman wears a ghost mask and holds a banner with the entrance sign to the Halloween market.', 'The police arrested the boys wearing masks and holding banners and signs.', 'People wearing masks are holding banners and signs.']"
common_gen-validation-858,common_gen-validation-858,858,"['feed', 'fence', 'goat', 'kid', 'stand']",The kid was told to stand by the fence while he fed the goat.,"['The kid was told to stand by the fence while he fed the goat.', 'The small kid liked to stand by the fence feeding the goats and horses.', 'Kids stand inside the fence and feed the goats.', 'Two kids are standing at a fence feeding the goats.']"
common_gen-validation-859,common_gen-validation-859,859,"['band', 'consist', 'drummer', 'guitarist', 'perform']",The band consists of a drummer and guitarist who will perform tonight.,"['The band consists of a drummer and guitarist who will perform tonight.', 'The band consists of a drummer and a guitarist, the band performs in front of people.', 'A well renowned band consists of only a drummer and guitarist to perform.', 'A band is performing consisting of one guitarist, one singer, and one drummer.']"
common_gen-validation-860,common_gen-validation-860,860,"['drill', 'drill', 'hole', 'piece', 'wood']",He used the drill to drill a hole into a piece of wood.,"['He used the drill to drill a hole into a piece of wood.', 'The father taught the son how to use a drill to drill a hole in a large piece of wood.', 'The man uses a drill to drill a hole in a piece of wood.', 'A man uses a drill to drill holes into a piece of wood.']"
common_gen-validation-861,common_gen-validation-861,861,"['building', 'carry', 'front', 'purse', 'walk']",The woman carrying her purse walked in front of the building.,"['The woman carrying her purse walked in front of the building.', 'The woman carried her purse while walking in front of the building.', 'A woman walks into the front door of a building carrying her purse.', 'Woman walks in front of building carrying purse close.']"
common_gen-validation-862,common_gen-validation-862,862,"['fruit', 'market', 'sell', 'vegetable', 'vendor']",The produce vendor in the market sells fruits and vegetables.,"['The produce vendor in the market sells fruits and vegetables.', 'The vendor is selling fruits and vegetables at the market.', 'The vendor sells the fruits and vegetables in the market.', 'Vendors sell fruits and vegetables in an open-air market.']"
common_gen-validation-863,common_gen-validation-863,863,"['air', 'ball', 'climb', 'rope', 'throw']",The girl climbed up the rope in order to throw the ball into the open air.,"['The girl climbed up the rope in order to throw the ball into the open air.', 'The girls task was to climb up the rope, and throw the ball through the air.', 'With great agility, the player climbs into the air and throws the ball over the rope net.', 'A person is climbing a rope while he throws a ball in the air and catches it.']"
common_gen-validation-864,common_gen-validation-864,864,"['exercise', 'gym', 'machine', 'pull', 'weight']",A boy goes to the gym to pull some weights and use other exercise machines.,"['A boy goes to the gym to pull some weights and use other exercise machines.', 'When I exercise at the gym, I use a machine to pull a weight.', 'The woman pulls weights from a machine to exercise at the gym.', 'People exercise at the gym by pulling weights from machines.', 'A woman exercises at the gym by pulling weights set into a machine.', 'A man in a gym exercises his arms by pulling weights on a machine.']"
common_gen-validation-865,common_gen-validation-865,865,"['fruit', 'juice', 'oxidation', 'prevent', 'treat']",The fruit in juice prevents and treats oxidation.,"['The fruit in juice prevents and treats oxidation.', 'You have to treat fruit juice to prevent oxidation.', 'Drinking oxidation fruit juice can help prevent or treat a common cold.', 'Treat the fruit juice with citric acid to prevent oxidation.', 'treating fruits with lemon juice does not prevent oxidation']"
common_gen-validation-866,common_gen-validation-866,866,"['bench', 'building', 'front', 'sit', 'stand']",The bench in front of the building is a place groups like to gather to sit or stand.,"['The bench in front of the building is a place groups like to gather to sit or stand.', 'a man was sitting on the bench in front of the building where a lady was standing', 'Stand in front of the bench that sits behind the building.', 'People stand and sit on a bench in front of a building with graffiti']"
common_gen-validation-867,common_gen-validation-867,867,"['cup', 'drink', 'drink', 'take', 'vomit']",She took a drink from the cup then vomited in the sink,"['She took a drink from the cup then vomited in the sink', 'The man has been drinking too much, and when he takes another drink from the cup, he suddenly vomits.', 'A man took a cup with a medicinal drink in it and took a drink because the man vomited.', 'A young man drinking beer then he vomits into his cup and takes another drink.']"
common_gen-validation-868,common_gen-validation-868,868,"['front', 'gym', 'lift', 'mirror', 'weight']",The front of the gym had people lifting in front of the mirrors using weights.,"['The front of the gym had people lifting in front of the mirrors using weights.', 'John likes to lift a weight in front of a mirror in the gym.', 'The gym has a mirror at the front of the room to look at form as participants lift weights.', 'At a gym a man lift weights in front of a mirror.']"
common_gen-validation-869,common_gen-validation-869,869,"['jump', 'ramp', 'shirt', 'skateboarder', 'wear']",The skateboarder jumped over the ramp and tore the shirt he wore that day.,"['The skateboarder jumped over the ramp and tore the shirt he wore that day.', 'The young skateboarder was wearing a red shirt when he jumped on the ramp and won the competition.', 'The skateboarder wearing a shirt jumped the ramp.', 'a skateboarder wearing a green shirt jumping on a ramp']"
common_gen-validation-870,common_gen-validation-870,870,"['calf', 'horse', 'ride', 'rodeo', 'rope']",The calf was tied up with rope at the rodeo by a man riding a horse.,"['The calf was tied up with rope at the rodeo by a man riding a horse.', 'The cowboy should ride the horse in the rodeo and rope the calf.', 'The cowboy at the rodeo rides a horse while he ropes the calf.', 'You will ride a horse in the rodeo when you rope the calf.', 'At a rodeo a man is riding a horse and roping a calf.']"
common_gen-validation-871,common_gen-validation-871,871,"['continue', 'dance', 'end', 'hold', 'pose']",As the man continued creating his dance the man chose to end it by holding his final pose.,"['As the man continued creating his dance the man chose to end it by holding his final pose.', 'The performer continues to dance and ends by holding the pose.', 'The girl continues to hold her drink while she dances and she maintains a pose for a picture until the recording ends.', 'The girls continue to dance around and end by holding a pose.']"
common_gen-validation-872,common_gen-validation-872,872,"['catcher', 'home', 'player', 'slide', 'tag']","The player hit the ball and tried to slide to home base, but the catcher was able to tag him.","['The player hit the ball and tried to slide to home base, but the catcher was able to tag him.', 'The catcher tags the player with the ball as he slides into home.', 'The player slides into home and the catcher tags him out.', 'A catcher tags out a baseball player sliding into home.']"
common_gen-validation-873,common_gen-validation-873,873,"['ball', 'court', 'stand', 'toss', 'wall']",A boy stands in the basketball court tossing a ball against the wall.,"['A boy stands in the basketball court tossing a ball against the wall.', 'A girl stands in a court and tosses the ball against the wall.', 'A team tosses a ball in a basketball court, and stands bouncing it against a wall.', 'Stand on the court and I will toss the ball to over the wall.', 'Two men are standing on a court and tossing a soccer ball at a wall.']"
common_gen-validation-874,common_gen-validation-874,874,"['chair', 'floor', 'pull', 'sander', 'sit']",The worker had to pull his chair across the floor to sit and use his sander.,"['The worker had to pull his chair across the floor to sit and use his sander.', 'The man sits on the chair and pulls the sander back and forth on the floor.', 'The craftsman pulls up a chair and sits. The floor of the workshop is white with dust from the sander.', 'A person sitting on an office chair getting pulled across the floor by a floor sander.']"
common_gen-validation-875,common_gen-validation-875,875,"['board', 'dart', 'hand', 'hold', 'throw']",A player used his right hand to hold a dart and throw it at a board in the pub.,"['A player used his right hand to hold a dart and throw it at a board in the pub.', 'The boy throws a dart at the board while holding a beer in his hand.', 'The man will  hold the dart  in his hand  to throw at the board.', 'A dart is thrown while a young man holds his hand to the dart board.']"
